00 
0 0 0 0 0 0 0 -8388608 
-7748090 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7742678 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7749136 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755646 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7750368 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7743619 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7748316 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7756109 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7752844 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7744914 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7747599 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7756152 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7754971 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7746427 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7746847 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755791 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7756934 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7748361 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7746567 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755198 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7758351 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7750702 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7746762 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7754223 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7759531 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7753075 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7747260 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7753351 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7760132 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755338 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7748129 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7752355 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7760282 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7757414 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7749225 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7751550 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7760251 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7759484 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7751024 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7751005 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7759688 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7761143 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7752931 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7750656 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7758971 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7762656 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755251 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7750971 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7758119 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7763801 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7757724 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7751694 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7757397 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7764356 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7759811 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7752411 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7756516 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7764754 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7762299 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7754048 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755951 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7764703 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7764576 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7756047 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755538 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7764181 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7766332 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7758216 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7755457 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7763671 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7767741 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
-7760548 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 -8388608 
